motif	num_nodes	erdos_p	num_nodes	mean
3	1000	1	0	11
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	0
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	934	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	11
13	1000	1	0	499
1	1000	1	6661	7153
2	1000	1	0	0
3	1000	1	0	14
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	0
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	912	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	14
13	1000	1	0	499
1	1000	1	4484	4978
2	1000	1	0	0
3	1000	1	0	9
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	0
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	942	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	9
13	1000	1	0	499
1	1000	1	4751	5245
2	1000	1	0	0
3	1000	1	0	10
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	0
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	976	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	10
13	1000	1	0	499
1	1000	1	5098	5591
2	1000	1	0	0
3	1000	1	0	11
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	0
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	950	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	11
13	1000	1	0	499
1	1000	1	4545	5039
2	1000	1	0	0
3	1000	1	0	10
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	0
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	981	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	10
13	1000	1	0	499
1	1000	1	442284	442340
2	1000	1	0	0
3	1000	1	0	885
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	392
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	58	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	884
13	1000	1	0	499
1	1000	1	425529	425602
2	1000	1	0	0
3	1000	1	0	852
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	363
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	76	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	851
13	1000	1	0	499
1	1000	1	410004	410092
2	1000	1	0	0
3	1000	1	0	821
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	337
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	93	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	820
13	1000	1	0	498
1	1000	1	391294	391401
2	1000	1	0	0
3	1000	1	0	783
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	307
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	995	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	782
13	1000	1	0	498
1	1000	1	413710	413794
2	1000	1	0	0
3	1000	1	0	828
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	343
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	89	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	827
13	1000	1	0	498
1	1000	1	446044	446096
2	1000	1	0	0
3	1000	1	0	893
4	1000	1	0	0
5	1000	1	0	0
6	1000	1	0	399
7	1000	1	0	0
8	1000	1	0	0
9	1000	1	54	997
10	1000	1	0	0
11	1000	1	0	0
12	1000	1	0	892
13	1000	1	0	499
1	1000	2	7010	8000
2	1000	2	0	2
3	1000	2	36	32
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	0
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3926	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	31
13	1000	2	998	1994
1	1000	2	7199	8189
2	1000	2	0	2
3	1000	2	35	32
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	0
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3898	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	32
13	1000	2	998	1994
1	1000	2	8096	9085
2	1000	2	0	2
3	1000	2	47	36
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	0
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3906	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	36
13	1000	2	998	1994
1	1000	2	7421	8411
2	1000	2	0	2
3	1000	2	41	33
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	0
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3926	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	33
13	1000	2	998	1994
1	1000	2	7584	8573
2	1000	2	0	2
3	1000	2	42	34
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	0
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3903	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	34
13	1000	2	998	1994
1	1000	2	7197	8187
2	1000	2	0	2
3	1000	2	33	32
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	0
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3913	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	32
13	1000	2	998	1994
1	1000	2	27901	28870
2	1000	2	0	2
3	1000	2	106	115
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	1
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3762	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	115
13	1000	2	998	1994
1	1000	2	38022	38981
2	1000	2	0	2
3	1000	2	128	156
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	3
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3601	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	155
13	1000	2	998	1994
1	1000	2	33558	34521
2	1000	2	0	2
3	1000	2	154	138
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	2
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3652	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	138
13	1000	2	998	1994
1	1000	2	37248	38208
2	1000	2	0	2
3	1000	2	132	152
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	2
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3677	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	152
13	1000	2	998	1994
1	1000	2	47584	48533
2	1000	2	0	2
3	1000	2	198	194
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	4
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3403	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	194
13	1000	2	998	1994
1	1000	2	56236	57177
2	1000	2	0	2
3	1000	2	202	228
4	1000	2	0	0
5	1000	2	0	0
6	1000	2	0	6
7	1000	2	0	0
8	1000	2	0	0
9	1000	2	3373	3984
10	1000	2	0	0
11	1000	2	0	7
12	1000	2	0	228
13	1000	2	998	1994
1	1000	2	646677	647027
2	1000	2	0	2
3	1000	2	894	2590
4	1000	2	0	0
5	1000	2	0	2
6	1000	2	0	840
7	1000	2	0	5
8	1000	2	0	3
9	1000	2	2199	3984
10	1000	2	0	2
11	1000	2	0	7
12	1000	2	0	2586
13	1000	2	998	1994
1	1000	2	868010	868138
2	1000	2	0	2
3	1000	2	982	3475
4	1000	2	0	0
5	1000	2	0	3
6	1000	2	0	1513
7	1000	2	0	6
8	1000	2	0	6
9	1000	2	1188	3984
10	1000	2	0	3
11	1000	2	0	7
12	1000	2	0	3470
13	1000	2	998	1994
1	1000	2	872694	872817
2	1000	2	0	2
3	1000	2	981	3493
4	1000	2	0	0
5	1000	2	0	3
6	1000	2	0	1530
7	1000	2	0	6
8	1000	2	0	6
9	1000	2	1189	3984
10	1000	2	0	3
11	1000	2	0	7
12	1000	2	0	3489
13	1000	2	998	1994
1	1000	2	717050	717329
2	1000	2	0	2
3	1000	2	967	2871
4	1000	2	0	0
5	1000	2	0	2
6	1000	2	0	1033
7	1000	2	0	5
8	1000	2	0	4
9	1000	2	2110	3984
10	1000	2	0	2
11	1000	2	0	7
12	1000	2	0	2867
13	1000	2	998	1994
1	1000	2	863832	863964
2	1000	2	0	2
3	1000	2	984	3458
4	1000	2	0	0
5	1000	2	0	3
6	1000	2	0	1499
7	1000	2	0	6
8	1000	2	0	6
9	1000	2	1200	3984
10	1000	2	0	3
11	1000	2	0	7
12	1000	2	0	3454
13	1000	2	998	1994
1	1000	2	839846	840002
2	1000	2	0	2
3	1000	2	977	3362
4	1000	2	0	0
5	1000	2	0	3
6	1000	2	0	1417
7	1000	2	0	6
8	1000	2	0	5
9	1000	2	1264	3984
10	1000	2	0	3
11	1000	2	0	7
12	1000	2	0	3358
13	1000	2	998	1994
1	1000	3	17517	18994
2	1000	3	0	8
3	1000	3	173	114
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	0
7	1000	3	0	0
8	1000	3	0	0
9	1000	3	8751	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	113
13	1000	3	2992	4484
1	1000	3	16164	17643
2	1000	3	0	8
3	1000	3	181	105
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	0
7	1000	3	0	0
8	1000	3	0	0
9	1000	3	8758	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	105
13	1000	3	2992	4484
1	1000	3	16330	17809
2	1000	3	0	8
3	1000	3	145	106
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	0
7	1000	3	0	0
8	1000	3	0	0
9	1000	3	8737	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	106
13	1000	3	2992	4484
1	1000	3	18652	20128
2	1000	3	0	8
3	1000	3	180	120
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	0
7	1000	3	0	0
8	1000	3	0	0
9	1000	3	8694	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	120
13	1000	3	2992	4484
1	1000	3	16594	18072
2	1000	3	0	8
3	1000	3	171	108
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	0
7	1000	3	0	0
8	1000	3	0	0
9	1000	3	8709	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	108
13	1000	3	2992	4484
1	1000	3	16101	17580
2	1000	3	0	8
3	1000	3	159	105
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	0
7	1000	3	0	0
8	1000	3	0	0
9	1000	3	8747	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	105
13	1000	3	2992	4484
1	1000	3	105687	107076
2	1000	3	0	8
3	1000	3	739	642
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	23
7	1000	3	0	1
8	1000	3	0	0
9	1000	3	7673	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	641
13	1000	3	2992	4484
1	1000	3	103112	104504
2	1000	3	0	8
3	1000	3	701	627
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	21
7	1000	3	0	1
8	1000	3	0	0
9	1000	3	7695	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	626
13	1000	3	2992	4484
1	1000	3	123419	124790
2	1000	3	0	8
3	1000	3	846	749
4	1000	3	0	0
5	1000	3	0	1
6	1000	3	0	31
7	1000	3	0	2
8	1000	3	0	0
9	1000	3	7415	8955
10	1000	3	0	1
11	1000	3	0	26
12	1000	3	0	747
13	1000	3	2992	4484
1	1000	3	105187	106577
2	1000	3	0	8
3	1000	3	726	639
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	22
7	1000	3	0	1
8	1000	3	0	0
9	1000	3	7843	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	638
13	1000	3	2992	4484
1	1000	3	102343	103736
2	1000	3	0	8
3	1000	3	690	622
4	1000	3	0	0
5	1000	3	0	0
6	1000	3	0	21
7	1000	3	0	1
8	1000	3	0	0
9	1000	3	7771	8955
10	1000	3	0	0
11	1000	3	0	26
12	1000	3	0	621
13	1000	3	2992	4484
1	1000	3	127649	129016
2	1000	3	0	8
3	1000	3	857	774
4	1000	3	0	0
5	1000	3	0	1
6	1000	3	0	33
7	1000	3	0	2
8	1000	3	0	0
9	1000	3	7477	8955
10	1000	3	0	1
11	1000	3	0	26
12	1000	3	0	773
13	1000	3	2992	4484
1	1000	3	1307003	1307190
2	1000	3	0	8
3	1000	3	2952	7847
4	1000	3	0	3
5	1000	3	0	11
6	1000	3	0	3433
7	1000	3	0	23
8	1000	3	0	20
9	1000	3	3373	8955
10	1000	3	0	11
11	1000	3	0	26
12	1000	3	0	7835
13	1000	3	2992	4484
1	1000	3	1173880	1174200
2	1000	3	0	8
3	1000	3	2825	7049
4	1000	3	0	2
5	1000	3	0	10
6	1000	3	0	2770
7	1000	3	0	21
8	1000	3	0	16
9	1000	3	3713	8955
10	1000	3	0	10
11	1000	3	0	26
12	1000	3	0	7038
13	1000	3	2992	4484
1	1000	3	1357433	1357569
2	1000	3	0	8
3	1000	3	2975	8149
4	1000	3	0	3
5	1000	3	0	12
6	1000	3	0	3702
7	1000	3	0	24
8	1000	3	0	22
9	1000	3	3265	8955
10	1000	3	0	12
11	1000	3	0	26
12	1000	3	0	8137
13	1000	3	2992	4484
1	1000	3	1270406	1270629
2	1000	3	0	8
3	1000	3	2903	7628
4	1000	3	0	2
5	1000	3	0	11
6	1000	3	0	3243
7	1000	3	0	22
8	1000	3	0	19
9	1000	3	4316	8955
10	1000	3	0	11
11	1000	3	0	26
12	1000	3	0	7616
13	1000	3	2992	4484
1	1000	3	1289622	1289826
2	1000	3	0	8
3	1000	3	2952	7743
4	1000	3	0	2
5	1000	3	0	11
6	1000	3	0	3342
7	1000	3	0	23
8	1000	3	0	20
9	1000	3	3410	8955
10	1000	3	0	11
11	1000	3	0	26
12	1000	3	0	7731
13	1000	3	2992	4484
1	1000	3	1198587	1198882
2	1000	3	0	8
3	1000	3	2935	7197
4	1000	3	0	2
5	1000	3	0	10
6	1000	3	0	2887
7	1000	3	0	21
8	1000	3	0	17
9	1000	3	3652	8955
10	1000	3	0	10
11	1000	3	0	26
12	1000	3	0	7186
13	1000	3	2992	4484
1	1000	6	65145	68066
2	1000	6	0	71
3	1000	6	1418	816
4	1000	6	0	0
5	1000	6	0	2
6	1000	6	0	9
7	1000	6	0	4
8	1000	6	0	0
9	1000	6	34536	35712
10	1000	6	0	2
11	1000	6	0	214
12	1000	6	0	814
13	1000	6	14930	17901
1	1000	6	66497	69416
2	1000	6	0	71
3	1000	6	1472	833
4	1000	6	0	0
5	1000	6	0	2
6	1000	6	0	9
7	1000	6	0	4
8	1000	6	0	0
9	1000	6	34308	35712
10	1000	6	0	2
11	1000	6	0	214
12	1000	6	0	830
13	1000	6	14930	17901
1	1000	6	68941	71858
2	1000	6	0	71
3	1000	6	1563	862
4	1000	6	0	0
5	1000	6	0	2
6	1000	6	0	10
7	1000	6	0	5
8	1000	6	0	0
9	1000	6	34348	35712
10	1000	6	0	2
11	1000	6	0	214
12	1000	6	0	860
13	1000	6	14930	17901
1	1000	6	69494	72410
2	1000	6	0	71
3	1000	6	1547	868
4	1000	6	0	0
5	1000	6	0	2
6	1000	6	0	10
7	1000	6	0	5
8	1000	6	0	0
9	1000	6	34370	35712
10	1000	6	0	2
11	1000	6	0	214
12	1000	6	0	866
13	1000	6	14930	17901
1	1000	6	68612	71529
2	1000	6	0	71
3	1000	6	1523	858
4	1000	6	0	0
5	1000	6	0	2
6	1000	6	0	10
7	1000	6	0	5
8	1000	6	0	0
9	1000	6	34333	35712
10	1000	6	0	2
11	1000	6	0	214
12	1000	6	0	856
13	1000	6	14930	17901
1	1000	6	65023	67944
2	1000	6	0	71
3	1000	6	1363	815
4	1000	6	0	0
5	1000	6	0	2
6	1000	6	0	9
7	1000	6	0	4
8	1000	6	0	0
9	1000	6	34515	35712
10	1000	6	0	2
11	1000	6	0	214
12	1000	6	0	813
13	1000	6	14930	17901
1	1000	6	521296	523760
2	1000	6	0	71
3	1000	6	7228	6285
4	1000	6	0	0
5	1000	6	0	18
6	1000	6	0	551
7	1000	6	0	37
8	1000	6	0	6
9	1000	6	27830	35712
10	1000	6	0	18
11	1000	6	0	214
12	1000	6	0	6269
13	1000	6	14930	17901
1	1000	6	490709	493204
2	1000	6	0	71
3	1000	6	6807	5918
4	1000	6	0	0
5	1000	6	0	17
6	1000	6	0	489
7	1000	6	0	35
8	1000	6	0	5
9	1000	6	28443	35712
10	1000	6	0	17
11	1000	6	0	214
12	1000	6	0	5903
13	1000	6	14930	17901
1	1000	6	497690	500178
2	1000	6	0	71
3	1000	6	6663	6002
4	1000	6	0	0
5	1000	6	0	17
6	1000	6	0	503
7	1000	6	0	35
8	1000	6	0	6
9	1000	6	28440	35712
10	1000	6	0	18
11	1000	6	0	214
12	1000	6	0	5987
13	1000	6	14930	17901
1	1000	6	454526	457057
2	1000	6	0	71
3	1000	6	6520	5484
4	1000	6	0	0
5	1000	6	0	16
6	1000	6	0	420
7	1000	6	0	32
8	1000	6	0	5
9	1000	6	28632	35712
10	1000	6	0	16
11	1000	6	0	214
12	1000	6	0	5470
13	1000	6	14930	17901
1	1000	6	519864	522330
2	1000	6	0	71
3	1000	6	6980	6268
4	1000	6	0	0
5	1000	6	0	18
6	1000	6	0	548
7	1000	6	0	37
8	1000	6	0	6
9	1000	6	28180	35712
10	1000	6	0	18
11	1000	6	0	214
12	1000	6	0	6252
13	1000	6	14930	17901
1	1000	6	517630	520098
2	1000	6	0	71
3	1000	6	7129	6241
4	1000	6	0	0
5	1000	6	0	18
6	1000	6	0	544
7	1000	6	0	37
8	1000	6	0	6
9	1000	6	27984	35712
10	1000	6	0	18
11	1000	6	0	214
12	1000	6	0	6225
13	1000	6	14930	17901
1	1000	6	2648391	2648726
2	1000	6	0	71
3	1000	6	14770	31785
4	1000	6	0	25
5	1000	6	0	95
6	1000	6	0	14109
7	1000	6	0	190
8	1000	6	0	169
9	1000	6	16942	35712
10	1000	6	0	95
11	1000	6	0	214
12	1000	6	0	31705
13	1000	6	14930	17901
1	1000	6	2390580	2391173
2	1000	6	0	71
3	1000	6	14758	28694
4	1000	6	0	18
5	1000	6	0	85
6	1000	6	0	11498
7	1000	6	0	171
8	1000	6	0	137
9	1000	6	17905	35712
10	1000	6	0	86
11	1000	6	0	214
12	1000	6	0	28622
13	1000	6	14930	17901
1	1000	6	2460905	2461428
2	1000	6	0	71
3	1000	6	14458	29537
4	1000	6	0	20
5	1000	6	0	88
6	1000	6	0	12184
7	1000	6	0	176
8	1000	6	0	146
9	1000	6	17454	35712
10	1000	6	0	88
11	1000	6	0	214
12	1000	6	0	29463
13	1000	6	14930	17901
1	1000	6	2484193	2484692
2	1000	6	0	71
3	1000	6	14734	29817
4	1000	6	0	20
5	1000	6	0	89
6	1000	6	0	12415
7	1000	6	0	178
8	1000	6	0	148
9	1000	6	16954	35712
10	1000	6	0	89
11	1000	6	0	214
12	1000	6	0	29741
13	1000	6	14930	17901
1	1000	6	2707853	2708128
2	1000	6	0	71
3	1000	6	14839	32498
4	1000	6	0	26
5	1000	6	0	97
6	1000	6	0	14749
7	1000	6	0	194
8	1000	6	0	176
9	1000	6	15812	35712
10	1000	6	0	97
11	1000	6	0	214
12	1000	6	0	32416
13	1000	6	14930	17901
1	1000	6	2409814	2410388
2	1000	6	0	71
3	1000	6	14771	28925
4	1000	6	0	18
5	1000	6	0	86
6	1000	6	0	11684
7	1000	6	0	173
8	1000	6	0	140
9	1000	6	17474	35712
10	1000	6	0	86
11	1000	6	0	214
12	1000	6	0	28852
13	1000	6	14930	17901
1	5000	1	9845	12342
2	5000	1	0	0
3	5000	1	0	4
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4978	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4
13	5000	1	0	2498
1	5000	1	9401	11898
2	5000	1	0	0
3	5000	1	0	4
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4974	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4
13	5000	1	0	2499
1	5000	1	9501	11998
2	5000	1	0	0
3	5000	1	0	4
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4972	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4
13	5000	1	0	2498
1	5000	1	9377	11874
2	5000	1	0	0
3	5000	1	0	4
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4983	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4
13	5000	1	0	2499
1	5000	1	9441	11938
2	5000	1	0	0
3	5000	1	0	4
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4981	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4
13	5000	1	0	2498
1	5000	1	9555	12052
2	5000	1	0	0
3	5000	1	0	4
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4988	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4
13	5000	1	0	2499
1	5000	1	45015	47504
2	5000	1	0	0
3	5000	1	0	19
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4768	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	19
13	5000	1	0	2498
1	5000	1	34645	37137
2	5000	1	0	0
3	5000	1	0	14
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4868	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	14
13	5000	1	0	2499
1	5000	1	49579	52068
2	5000	1	0	0
3	5000	1	0	20
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4799	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	20
13	5000	1	0	2499
1	5000	1	38111	40602
2	5000	1	0	0
3	5000	1	0	16
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4883	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	16
13	5000	1	0	2499
1	5000	1	43127	45617
2	5000	1	0	0
3	5000	1	0	18
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4923	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	18
13	5000	1	0	2498
1	5000	1	37497	39988
2	5000	1	0	0
3	5000	1	0	15
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	0
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4964	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	15
13	5000	1	0	2499
1	5000	1	11374524	11374747
2	5000	1	0	0
3	5000	1	0	4550
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	2071
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4970	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4549
13	5000	1	0	2498
1	5000	1	11647606	11647775
2	5000	1	0	0
3	5000	1	0	4660
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	2172
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	172	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4659
13	5000	1	0	2498
1	5000	1	11783111	11783252
2	5000	1	0	0
3	5000	1	0	4714
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	2223
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	144	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4713
13	5000	1	0	2499
1	5000	1	11628397	11628569
2	5000	1	0	0
3	5000	1	0	4652
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	2165
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4985	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4651
13	5000	1	0	2498
1	5000	1	8641933	8642703
2	5000	1	0	0
3	5000	1	0	3457
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	1196
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	4638	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	3457
13	5000	1	0	2498
1	5000	1	11474845	11475048
2	5000	1	0	0
3	5000	1	0	4590
4	5000	1	0	0
5	5000	1	0	0
6	5000	1	0	2108
7	5000	1	0	0
8	5000	1	0	0
9	5000	1	208	4997
10	5000	1	0	0
11	5000	1	0	0
12	5000	1	0	4590
13	5000	1	0	2498
1	5000	2	38782	43771
2	5000	2	0	2
3	5000	2	43	35
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	0
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	19876	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	35
13	5000	2	4998	9994
1	5000	2	38547	43536
2	5000	2	0	2
3	5000	2	59	34
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	0
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	19895	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	34
13	5000	2	4998	9994
1	5000	2	37843	42832
2	5000	2	0	2
3	5000	2	57	34
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	0
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	19883	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	34
13	5000	2	4998	9994
1	5000	2	37177	42167
2	5000	2	0	2
3	5000	2	63	33
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	0
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	19849	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	33
13	5000	2	4998	9994
1	5000	2	37256	42246
2	5000	2	0	2
3	5000	2	57	33
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	0
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	19873	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	33
13	5000	2	4998	9994
1	5000	2	38011	43000
2	5000	2	0	2
3	5000	2	58	34
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	0
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	19883	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	34
13	5000	2	4998	9994
1	5000	2	357615	362540
2	5000	2	0	2
3	5000	2	290	290
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	2
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	18958	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	290
13	5000	2	4998	9994
1	5000	2	306865	311801
2	5000	2	0	2
3	5000	2	288	249
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	1
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	18986	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	249
13	5000	2	4998	9994
1	5000	2	339755	344684
2	5000	2	0	2
3	5000	2	318	275
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	1
7	5000	2	0	0
8	5000	2	0	0
9	5000	2	19053	19984
10	5000	2	0	0
11	5000	2	0	7
12	5000	2	0	275
13	5000	2	4998	9994
1	5000	2	349401	354328
2	5000	2	0	2
3	5000	2	343	283
4	5000	2	0	0
5	5000	2	0	0
6	5000	2	0	2
7	5000	2	0	0
