motif	num_nodes	erdos_p	num_nodes	mean
9	10000	3	82958	89955
10	10000	3	0	0
11	10000	3	0	26
12	10000	3	0	2055
13	10000	3	29992	44984
1	10000	3	130603838	130605771
2	10000	3	0	8
3	10000	3	29828	78367
4	10000	3	0	2
5	10000	3	0	11
6	10000	3	0	34131
7	10000	3	0	23
8	10000	3	0	20
9	10000	3	34212	89955
10	10000	3	0	11
11	10000	3	0	26
12	10000	3	0	78355
13	10000	3	29992	44984
1	10000	3	121487795	121490640
2	10000	3	0	8
3	10000	3	27917	72898
4	10000	3	0	2
5	10000	3	0	10
6	10000	3	0	29533
7	10000	3	0	21
8	10000	3	0	17
9	10000	3	36437	89955
10	10000	3	0	10
11	10000	3	0	26
12	10000	3	0	72887
13	10000	3	29992	44984
1	10000	3	118780878	118783994
2	10000	3	0	8
3	10000	3	29825	71274
4	10000	3	0	2
5	10000	3	0	10
6	10000	3	0	28232
7	10000	3	0	21
8	10000	3	0	16
9	10000	3	37919	89955
10	10000	3	0	10
11	10000	3	0	26
12	10000	3	0	71263
13	10000	3	29992	44984
1	10000	3	144825012	144825523
2	10000	3	0	8
3	10000	3	29892	86900
4	10000	3	0	4
5	10000	3	0	13
6	10000	3	0	41967
7	10000	3	0	26
8	10000	3	0	25
9	10000	3	30982	89955
10	10000	3	0	13
11	10000	3	0	26
12	10000	3	0	86886
13	10000	3	29992	44984
1	10000	3	140260123	140261091
2	10000	3	0	8
3	10000	3	29771	84161
4	10000	3	0	3
5	10000	3	0	12
6	10000	3	0	39364
7	10000	3	0	25
8	10000	3	0	23
9	10000	3	41018	89955
10	10000	3	0	12
11	10000	3	0	26
12	10000	3	0	84148
13	10000	3	29992	44984
1	10000	3	144361280	144361837
2	10000	3	0	8
3	10000	3	29898	86621
4	10000	3	0	4
5	10000	3	0	12
6	10000	3	0	41699
7	10000	3	0	25
8	10000	3	0	25
9	10000	3	40895	89955
10	10000	3	0	12
11	10000	3	0	26
12	10000	3	0	86608
13	10000	3	29992	44984
1	10000	6	704724	734640
2	10000	6	0	71
3	10000	6	2365	881
4	10000	6	0	0
5	10000	6	0	0
6	10000	6	0	1
7	10000	6	0	0
8	10000	6	0	0
9	10000	6	357161	359712
10	10000	6	0	0
11	10000	6	0	215
12	10000	6	0	881
13	10000	6	149930	179901
1	10000	6	705554	735469
2	10000	6	0	71
3	10000	6	2319	882
4	10000	6	0	0
5	10000	6	0	0
6	10000	6	0	1
7	10000	6	0	0
8	10000	6	0	0
9	10000	6	357235	359712
10	10000	6	0	0
11	10000	6	0	215
12	10000	6	0	882
13	10000	6	149930	179901
1	10000	6	708366	738281
2	10000	6	0	71
3	10000	6	2375	885
4	10000	6	0	0
5	10000	6	0	0
6	10000	6	0	1
7	10000	6	0	0
8	10000	6	0	0
9	10000	6	357204	359712
10	10000	6	0	0
11	10000	6	0	215
12	10000	6	0	885
13	10000	6	149930	179901
1	10000	6	710779	740694
2	10000	6	0	71
3	10000	6	2389	888
4	10000	6	0	0
5	10000	6	0	0
6	10000	6	0	1
7	10000	6	0	0
8	10000	6	0	0
9	10000	6	357217	359712
10	10000	6	0	0
11	10000	6	0	215
12	10000	6	0	888
13	10000	6	149930	179901
1	10000	6	712490	742405
2	10000	6	0	71
3	10000	6	2424	890
4	10000	6	0	0
5	10000	6	0	0
6	10000	6	0	1
7	10000	6	0	0
8	10000	6	0	0
9	10000	6	357282	359712
10	10000	6	0	0
11	10000	6	0	215
12	10000	6	0	890
13	10000	6	149930	179901
1	10000	6	706684	736599
2	10000	6	0	71
3	10000	6	2528	883
4	10000	6	0	0
5	10000	6	0	0
6	10000	6	0	1
7	10000	6	0	0
8	10000	6	0	0
9	10000	6	356768	359712
10	10000	6	0	0
11	10000	6	0	215
12	10000	6	0	883
13	10000	6	149930	179901
1	10000	6	22119840	22147614
2	10000	6	0	71
3	10000	6	40719	26577
4	10000	6	0	0
5	10000	6	0	7
6	10000	6	0	981
7	10000	6	0	15
8	10000	6	0	1
9	10000	6	310313	359712
10	10000	6	0	7
11	10000	6	0	215
12	10000	6	0	26570
13	10000	6	149930	179901
1	10000	6	23136712	23164384
2	10000	6	0	71
3	10000	6	40836	27797
4	10000	6	0	0
5	10000	6	0	8
6	10000	6	0	1073
7	10000	6	0	16
8	10000	6	0	1
9	10000	6	308425	359712
10	10000	6	0	8
11	10000	6	0	215
12	10000	6	0	27790
13	10000	6	149930	179901
1	10000	6	21614533	21642357
2	10000	6	0	71
3	10000	6	38379	25970
4	10000	6	0	0
5	10000	6	0	7
6	10000	6	0	937
7	10000	6	0	15
8	10000	6	0	1
9	10000	6	312446	359712
10	10000	6	0	7
11	10000	6	0	215
12	10000	6	0	25964
13	10000	6	149930	179901
1	10000	6	23986980	24014567
2	10000	6	0	71
3	10000	6	41862	28817
4	10000	6	0	0
5	10000	6	0	8
6	10000	6	0	1154
7	10000	6	0	17
8	10000	6	0	1
9	10000	6	312916	359712
10	10000	6	0	8
11	10000	6	0	215
12	10000	6	0	28810
13	10000	6	149930	179901
1	10000	6	22624740	22652463
2	10000	6	0	71
3	10000	6	40607	27183
4	10000	6	0	0
5	10000	6	0	8
6	10000	6	0	1026
7	10000	6	0	16
8	10000	6	0	1
9	10000	6	312123	359712
10	10000	6	0	8
11	10000	6	0	215
12	10000	6	0	27176
13	10000	6	149930	179901
1	10000	6	21753736	21781546
2	10000	6	0	71
3	10000	6	38924	26137
4	10000	6	0	0
5	10000	6	0	7
6	10000	6	0	949
7	10000	6	0	15
8	10000	6	0	1
9	10000	6	310267	359712
10	10000	6	0	7
11	10000	6	0	215
12	10000	6	0	26131
13	10000	6	149930	179901
1	10000	6	252305820	252310573
2	10000	6	0	71
3	10000	6	149370	302773
4	10000	6	0	21
5	10000	6	0	90
6	10000	6	0	127391
7	10000	6	0	181
8	10000	6	0	152
9	10000	6	179845	359712
10	10000	6	0	90
11	10000	6	0	215
12	10000	6	0	302696
13	10000	6	149930	179901
1	10000	6	253020270	253024951
2	10000	6	0	71
3	10000	6	149548	303630
4	10000	6	0	21
5	10000	6	0	91
6	10000	6	0	128114
7	10000	6	0	182
8	10000	6	0	153
9	10000	6	177662	359712
10	10000	6	0	91
11	10000	6	0	215
12	10000	6	0	303554
13	10000	6	149930	179901
1	10000	6	262050717	262054495
2	10000	6	0	71
3	10000	6	149637	314466
4	10000	6	0	24
5	10000	6	0	94
6	10000	6	0	137421
7	10000	6	0	188
8	10000	6	0	164
9	10000	6	171870	359712
10	10000	6	0	94
11	10000	6	0	215
12	10000	6	0	314386
13	10000	6	149930	179901
1	10000	6	249849942	249854941
2	10000	6	0	71
3	10000	6	149268	299826
4	10000	6	0	20
5	10000	6	0	89
6	10000	6	0	124924
7	10000	6	0	179
8	10000	6	0	149
9	10000	6	184464	359712
10	10000	6	0	89
11	10000	6	0	215
12	10000	6	0	299750
13	10000	6	149930	179901
1	10000	6	283273743	283275399
2	10000	6	0	71
3	10000	6	149728	339931
4	10000	6	0	30
5	10000	6	0	101
6	10000	6	0	160578
7	10000	6	0	203
8	10000	6	0	192
9	10000	6	156167	359712
10	10000	6	0	101
11	10000	6	0	215
12	10000	6	0	339845
13	10000	6	149930	179901
1	10000	6	252558325	252563053
2	10000	6	0	71
3	10000	6	149513	303076
4	10000	6	0	21
5	10000	6	0	90
6	10000	6	0	127646
7	10000	6	0	181
8	10000	6	0	153
9	10000	6	179291	359712
10	10000	6	0	90
11	10000	6	0	215
12	10000	6	0	302999
13	10000	6	149930	179901
1	20000	1	38649	48646
2	20000	1	0	0
3	20000	1	0	4
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19976	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	4
13	20000	1	0	9998
1	20000	1	38563	48560
2	20000	1	0	0
3	20000	1	0	4
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19973	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	4
13	20000	1	0	9998
1	20000	1	38317	48314
2	20000	1	0	0
3	20000	1	0	4
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19960	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	4
13	20000	1	0	9998
1	20000	1	38770	48767
2	20000	1	0	0
3	20000	1	0	4
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19975	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	4
13	20000	1	0	9999
1	20000	1	38819	48816
2	20000	1	0	0
3	20000	1	0	4
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19986	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	4
13	20000	1	0	9998
1	20000	1	39497	49494
2	20000	1	0	0
3	20000	1	0	4
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19959	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	4
13	20000	1	0	9998
1	20000	1	141583	151574
2	20000	1	0	0
3	20000	1	0	15
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19836	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	15
13	20000	1	0	9999
1	20000	1	218279	228267
2	20000	1	0	0
3	20000	1	0	22
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19553	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	22
13	20000	1	0	9999
1	20000	1	177165	187155
2	20000	1	0	0
3	20000	1	0	18
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19890	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	18
13	20000	1	0	9998
1	20000	1	167375	177365
2	20000	1	0	0
3	20000	1	0	17
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19671	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	17
13	20000	1	0	9998
1	20000	1	202727	212715
2	20000	1	0	0
3	20000	1	0	21
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19613	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	21
13	20000	1	0	9999
1	20000	1	210071	220059
2	20000	1	0	0
3	20000	1	0	22
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	0
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19856	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	22
13	20000	1	0	9999
1	20000	1	193503651	193503974
2	20000	1	0	0
3	20000	1	0	19351
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	9362
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	326	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	19350
13	20000	1	0	9999
1	20000	1	182666074	182666939
2	20000	1	0	0
3	20000	1	0	18267
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	8343
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	893	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	18266
13	20000	1	0	9999
1	20000	1	193110455	193110797
2	20000	1	0	0
3	20000	1	0	19312
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	9324
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	346	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	19311
13	20000	1	0	9999
1	20000	1	193366085	193366415
2	20000	1	0	0
3	20000	1	0	19337
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	9349
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	333	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	19336
13	20000	1	0	9999
1	20000	1	193504111	193504434
2	20000	1	0	0
3	20000	1	0	19351
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	9362
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	19995	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	19350
13	20000	1	0	9999
1	20000	1	186353373	186354053
2	20000	1	0	0
3	20000	1	0	18636
4	20000	1	0	0
5	20000	1	0	0
6	20000	1	0	8683
7	20000	1	0	0
8	20000	1	0	0
9	20000	1	694	19997
10	20000	1	0	0
11	20000	1	0	0
12	20000	1	0	18635
13	20000	1	0	9999
1	20000	2	152370	172359
2	20000	2	0	2
3	20000	2	62	34
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	0
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	79839	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	34
13	20000	2	19998	39994
1	20000	2	151177	171166
2	20000	2	0	2
3	20000	2	66	34
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	0
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	79849	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	34
13	20000	2	19998	39994
1	20000	2	156494	176483
2	20000	2	0	2
3	20000	2	65	35
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	0
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	79824	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	35
13	20000	2	19998	39994
1	20000	2	155401	175390
2	20000	2	0	2
3	20000	2	73	35
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	0
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	79881	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	35
13	20000	2	19998	39994
1	20000	2	151344	171333
2	20000	2	0	2
3	20000	2	65	34
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	0
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	79839	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	34
13	20000	2	19998	39994
1	20000	2	153184	173173
2	20000	2	0	2
3	20000	2	61	34
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	0
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	79866	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	34
13	20000	2	19998	39994
1	20000	2	3234443	3254278
2	20000	2	0	2
3	20000	2	904	650
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	2
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	76066	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	650
13	20000	2	19998	39994
1	20000	2	2543656	2563526
2	20000	2	0	2
3	20000	2	688	512
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	1
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	76393	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	512
13	20000	2	19998	39994
1	20000	2	2106010	2125902
2	20000	2	0	2
3	20000	2	625	425
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	1
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	77270	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	425
13	20000	2	19998	39994
1	20000	2	2357923	2377802
2	20000	2	0	2
3	20000	2	743	475
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	1
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	76341	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	475
13	20000	2	19998	39994
1	20000	2	2665376	2685240
2	20000	2	0	2
3	20000	2	757	537
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	1
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	76199	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	537
13	20000	2	19998	39994
1	20000	2	2426954	2446830
2	20000	2	0	2
3	20000	2	685	489
4	20000	2	0	0
5	20000	2	0	0
6	20000	2	0	1
7	20000	2	0	0
8	20000	2	0	0
9	20000	2	76560	79984
10	20000	2	0	0
11	20000	2	0	7
12	20000	2	0	489
13	20000	2	19998	39994
1	20000	2	389648787	389649301
2	20000	2	0	2
3	20000	2	19971	77932
4	20000	2	0	1
5	20000	2	0	3
6	20000	2	0	37964
7	20000	2	0	7
8	20000	2	0	7
9	20000	2	20786	79984
10	20000	2	0	3
11	20000	2	0	7
12	20000	2	0	77927
13	20000	2	19998	39994
1	20000	2	389688833	389689345
2	20000	2	0	2
3	20000	2	19967	77940
4	20000	2	0	1
5	20000	2	0	3
6	20000	2	0	37972
7	20000	2	0	7
8	20000	2	0	7
9	20000	2	20746	79984
10	20000	2	0	3
11	20000	2	0	7
12	20000	2	0	77935
13	20000	2	19998	39994
1	20000	2	321884764	321888666
2	20000	2	0	2
3	20000	2	19578	64380
4	20000	2	0	0
5	20000	2	0	3
6	20000	2	0	25908
7	20000	2	0	6
8	20000	2	0	5
9	20000	2	40455	79984
10	20000	2	0	3
11	20000	2	0	7
12	20000	2	0	64376
13	20000	2	19998	39994
1	20000	2	389787467	389787974
2	20000	2	0	2
3	20000	2	19965	77960
4	20000	2	0	1
5	20000	2	0	3
6	20000	2	0	37991
7	20000	2	0	7
8	20000	2	0	7
9	20000	2	40424	79984
10	20000	2	0	3
11	20000	2	0	7
12	20000	2	0	77955
13	20000	2	19998	39994
1	20000	2	390616500	390616965
2	20000	2	0	2
3	20000	2	19983	78126
4	20000	2	0	1
5	20000	2	0	3
6	20000	2	0	38153
7	20000	2	0	7
8	20000	2	0	7
9	20000	2	40421	79984
10	20000	2	0	3
11	20000	2	0	7
12	20000	2	0	78121
13	20000	2	19998	39994
1	20000	2	314443793	314448067
2	20000	2	0	2
3	20000	2	19748	62891
4	20000	2	0	0
5	20000	2	0	3
6	20000	2	0	24724
7	20000	2	0	6
8	20000	2	0	4
9	20000	2	27364	79984
10	20000	2	0	3
11	20000	2	0	7
12	20000	2	0	62888
13	20000	2	19998	39994
1	20000	3	343098	373076
2	20000	3	0	8
3	20000	3	270	111
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	0
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	179589	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	111
13	20000	3	59992	89984
1	20000	3	352400	382377
2	20000	3	0	8
3	20000	3	274	114
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	0
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	179518	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	114
13	20000	3	59992	89984
1	20000	3	350160	380137
2	20000	3	0	8
3	20000	3	287	114
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	0
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	179548	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	114
13	20000	3	59992	89984
1	20000	3	351727	381704
2	20000	3	0	8
3	20000	3	297	114
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	0
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	179548	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	114
13	20000	3	59992	89984
1	20000	3	344013	373991
2	20000	3	0	8
3	20000	3	288	112
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	0
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	179535	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	112
13	20000	3	59992	89984
1	20000	3	350527	380504
2	20000	3	0	8
3	20000	3	295	114
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	0
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	179537	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	114
13	20000	3	59992	89984
1	20000	3	10569264	10598731
2	20000	3	0	8
3	20000	3	5346	3179
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	28
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	167456	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	3179
13	20000	3	59992	89984
1	20000	3	9928821	9958320
2	20000	3	0	8
3	20000	3	5009	2987
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	24
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	168899	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	2987
13	20000	3	59992	89984
1	20000	3	9154752	9184289
2	20000	3	0	8
3	20000	3	4391	2755
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	21
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	168698	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	2755
13	20000	3	59992	89984
1	20000	3	8537798	8567366
2	20000	3	0	8
3	20000	3	4257	2570
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	18
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	169781	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	2570
13	20000	3	59992	89984
1	20000	3	7781228	7810834
2	20000	3	0	8
3	20000	3	3829	2343
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	15
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	170816	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	2343
13	20000	3	59992	89984
1	20000	3	11612604	11642018
2	20000	3	0	8
3	20000	3	5745	3492
4	20000	3	0	0
5	20000	3	0	0
6	20000	3	0	33
7	20000	3	0	0
8	20000	3	0	0
9	20000	3	165054	179955
10	20000	3	0	0
11	20000	3	0	26
12	20000	3	0	3492
13	20000	3	59992	89984
1	20000	3	587536390	587537007
2	20000	3	0	8
3	20000	3	59943	176265
4	20000	3	0	4
5	20000	3	0	13
6	20000	3	0	86319
7	20000	3	0	26
8	20000	3	0	25
9	20000	3	61275	179955
10	20000	3	0	13
11	20000	3	0	26
12	20000	3	0	176252
13	20000	3	59992	89984
1	20000	3	587892570	587893169
2	20000	3	0	8
3	20000	3	59945	176372
4	20000	3	0	4
5	20000	3	0	13
6	20000	3	0	86424
7	20000	3	0	26
8	20000	3	0	25
9	20000	3	61161	179955
10	20000	3	0	13
11	20000	3	0	26
12	20000	3	0	176359
13	20000	3	59992	89984
1	20000	3	587003166	587003809
2	20000	3	0	8
3	20000	3	59930	176106
4	20000	3	0	4
5	20000	3	0	13
6	20000	3	0	86162
7	20000	3	0	26
8	20000	3	0	25
9	20000	3	61300	179955
10	20000	3	0	13
11	20000	3	0	26
12	20000	3	0	176092
13	20000	3	59992	89984
1	20000	3	579400471	579401495
2	20000	3	0	8
3	20000	3	59899	173825
4	20000	3	0	4
5	20000	3	0	13
6	20000	3	0	83945
7	20000	3	0	26
8	20000	3	0	25
9	20000	3	81645	179955
10	20000	3	0	13
11	20000	3	0	26
12	20000	3	0	173811
13	20000	3	59992	89984
1	20000	3	442563049	442570915
2	20000	3	0	8
3	20000	3	59694	132774
4	20000	3	0	1
5	20000	3	0	9
6	20000	3	0	48978
7	20000	3	0	19
8	20000	3	0	14
9	20000	3	89292	179955
10	20000	3	0	9
11	20000	3	0	26
12	20000	3	0	132764
13	20000	3	59992	89984
1	20000	3	579374765	579375790
2	20000	3	0	8
3	20000	3	59872	173817
4	20000	3	0	4
5	20000	3	0	13
6	20000	3	0	83938
7	20000	3	0	26
8	20000	3	0	25
9	20000	3	81465	179955
10	20000	3	0	13
11	20000	3	0	26
12	20000	3	0	173804
13	20000	3	59992	89984
1	20000	6	1422371	1482286
2	20000	6	0	71
3	20000	6	2610	889
4	20000	6	0	0
5	20000	6	0	0
6	20000	6	0	0
7	20000	6	0	0
8	20000	6	0	0
9	20000	6	716767	719712
10	20000	6	0	0
11	20000	6	0	215
12	20000	6	0	889
13	20000	6	299930	359901
1	20000	6	1444263	1504177
2	20000	6	0	71
3	20000	6	2681	902
4	20000	6	0	0
5	20000	6	0	0
6	20000	6	0	0
7	20000	6	0	0
8	20000	6	0	0
9	20000	6	717088	719712
10	20000	6	0	0
11	20000	6	0	215
12	20000	6	0	902
13	20000	6	299930	359901
1	20000	6	1448781	1508695
2	20000	6	0	71
3	20000	6	2681	905
4	20000	6	0	0
5	20000	6	0	0
6	20000	6	0	0
7	20000	6	0	0
8	20000	6	0	0
9	20000	6	716821	719712
10	20000	6	0	0
11	20000	6	0	215
12	20000	6	0	905
13	20000	6	299930	359901
1	20000	6	1422458	1482373
2	20000	6	0	71
3	20000	6	2842	889
4	20000	6	0	0
5	20000	6	0	0
6	20000	6	0	0
7	20000	6	0	0
8	20000	6	0	0
9	20000	6	716628	719712
10	20000	6	0	0
11	20000	6	0	215
12	20000	6	0	889
13	20000	6	299930	359901
1	20000	6	1410942	1470857
2	20000	6	0	71
3	20000	6	2603	882
4	20000	6	0	0
5	20000	6	0	0
6	20000	6	0	0
7	20000	6	0	0
8	20000	6	0	0
9	20000	6	716936	719712
10	20000	6	0	0
11	20000	6	0	215
12	20000	6	0	882
13	20000	6	299930	359901
1	20000	6	1440694	1500608
2	20000	6	0	71
3	20000	6	2799	900
4	20000	6	0	0
5	20000	6	0	0
6	20000	6	0	0
7	20000	6	0	0
8	20000	6	0	0
9	20000	6	716675	719712
10	20000	6	0	0
11	20000	6	0	215
12	20000	6	0	900
13	20000	6	299930	359901
1	20000	6	66476797	66533459
2	20000	6	0	71
3	20000	6	64514	39920
4	20000	6	0	0
5	20000	6	0	5
6	20000	6	0	1106
7	20000	6	0	11
8	20000	6	0	0
9	20000	6	639804	719712
10	20000	6	0	5
11	20000	6	0	215
12	20000	6	0	39915
13	20000	6	299930	359901
1	20000	6	62439490	62496354
2	20000	6	0	71
3	20000	6	60791	37497
4	20000	6	0	0
5	20000	6	0	5
6	20000	6	0	976
7	20000	6	0	11
8	20000	6	0	0
9	20000	6	640869	719712
10	20000	6	0	5
11	20000	6	0	215
12	20000	6	0	37493
13	20000	6	299930	359901
1	20000	6	66040357	66097041
2	20000	6	0	71
3	20000	6	64561	39658
4	20000	6	0	0
5	20000	6	0	5
6	20000	6	0	1092
7	20000	6	0	11
8	20000	6	0	0
9	20000	6	640409	719712
10	20000	6	0	5
11	20000	6	0	215
12	20000	6	0	39653
13	20000	6	299930	359901
1	20000	6	70756539	70812987
2	20000	6	0	71
3	20000	6	67509	42487
4	20000	6	0	0
5	20000	6	0	6
6	20000	6	0	1253
7	20000	6	0	12
8	20000	6	0	0
9	20000	6	633475	719712
10	20000	6	0	6
11	20000	6	0	215
12	20000	6	0	42482
13	20000	6	299930	359901
1	20000	6	68535265	68591824
2	20000	6	0	71
3	20000	6	65019	41155
4	20000	6	0	0
5	20000	6	0	6
6	20000	6	0	1176
7	20000	6	0	12
8	20000	6	0	0
9	20000	6	637964	719712
10	20000	6	0	6
11	20000	6	0	215
12	20000	6	0	41149
13	20000	6	299930	359901
1	20000	6	69223475	69280000
2	20000	6	0	71
3	20000	6	67968	41568
4	20000	6	0	0
5	20000	6	0	6
6	20000	6	0	1200
7	20000	6	0	12
8	20000	6	0	0
9	20000	6	631538	719712
10	20000	6	0	6
11	20000	6	0	215
12	20000	6	0	41562
13	20000	6	299930	359901
1	20000	6	1064069513	1064076293
2	20000	6	0	71
3	20000	6	293061	638446
4	20000	6	0	25
5	20000	6	0	95
6	20000	6	0	283142
7	20000	6	0	191
8	20000	6	0	169
9	20000	6	329911	719712
10	20000	6	0	95
11	20000	6	0	215
12	20000	6	0	638365
13	20000	6	299930	359901
1	20000	6	1128253743	1128257313
2	20000	6	0	71
3	20000	6	298861	676955
4	20000	6	0	29
5	20000	6	0	101
