motif	num_nodes	barabasi_degree	num_nodes	mean	perc_err
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	1	0	98
2	200	1	0	0
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	2	0	394
2	200	2	0	1
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	3	0	884
2	200	3	0	4
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	200	6	0	3501
2	200	6	0	35
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	1	0	248
2	500	1	0	0
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	2	0	994
2	500	2	0	1
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	3	0	2234
2	500	3	0	4
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	500	6	0	8901
2	500	6	0	35
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	1	0	498
2	1000	1	0	0
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	2	0	1994
2	1000	2	0	1
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	3	0	4484
2	1000	3	0	4
1	1000	6	0	17901
2	1000	6	0	35
1	1000	6	0	17901
2	1000	6	0	35
1	1000	6	0	17901
2	1000	6	0	35
1	1000	6	0	17901
2	1000	6	0	35
1	1000	6	0	17901
2	1000	6	0	35
