motif	num_nodes	forward_burning_p	num_nodes	mean	perc_err
1	200	0.1	0	129
2	200	0.1	0	0
1	200	0.1	0	127
2	200	0.1	0	0
1	200	0.1	0	133
2	200	0.1	0	0
1	200	0.1	0	132
2	200	0.1	0	0
1	200	0.3	0	258
2	200	0.3	0	1
1	200	0.3	0	240
2	200	0.3	0	0
1	200	0.3	0	267
2	200	0.3	0	1
1	200	0.3	0	288
2	200	0.3	0	1
1	200	0.5	0	585
2	200	0.5	0	4
1	200	0.5	0	586
2	200	0.5	0	4
1	200	0.5	0	545
2	200	0.5	0	3
1	200	0.5	0	506
2	200	0.5	0	3
1	200	0.7	0	1344
2	200	0.7	0	14
1	200	0.7	0	1167
2	200	0.7	0	10
1	200	0.7	0	1774
2	200	0.7	0	22
1	200	0.7	0	1492
2	200	0.7	0	15
1	200	0.9	0	1954
2	200	0.9	0	21
1	200	0.9	0	2154
2	200	0.9	0	22
1	200	0.9	0	1983
2	200	0.9	0	20
1	200	0.9	0	1413
2	200	0.9	0	12
1	500	0.1	0	334
2	500	0.1	0	0
1	500	0.1	0	313
2	500	0.1	0	0
1	500	0.1	0	346
2	500	0.1	0	0
1	500	0.1	0	345
2	500	0.1	0	0
1	500	0.3	0	729
2	500	0.3	0	1
1	500	0.3	0	645
2	500	0.3	0	0
1	500	0.3	0	744
2	500	0.3	0	1
1	500	0.3	0	744
2	500	0.3	0	1
1	500	0.5	0	1853
2	500	0.5	0	6
1	500	0.5	0	1688
2	500	0.5	0	5
1	500	0.5	0	1854
2	500	0.5	0	6
1	500	0.5	0	1601
2	500	0.5	0	4
1	500	0.7	0	3954
2	500	0.7	0	17
1	500	0.7	0	3919
2	500	0.7	0	17
1	500	0.7	0	4107
2	500	0.7	0	19
1	500	0.7	0	4085
2	500	0.7	0	19
1	500	0.9	0	6763
2	500	0.9	0	31
1	500	0.9	0	8980
2	500	0.9	0	51
1	500	0.9	0	6318
2	500	0.9	0	29
1	500	0.9	0	7904
2	500	0.9	0	42
1	1000	0.1	0	668
2	1000	0.1	0	0
1	1000	0.1	0	660
2	1000	0.1	0	0
1	1000	0.1	0	651
2	1000	0.1	0	0
1	1000	0.1	0	670
2	1000	0.1	0	0
1	1000	0.1	0	716
2	1000	0.1	0	0
1	1000	0.1	0	679
2	1000	0.1	0	0
1	1000	0.3	0	1539
2	1000	0.3	0	1
1	1000	0.3	0	1487
2	1000	0.3	0	1
1	1000	0.3	0	1453
2	1000	0.3	0	1
1	1000	0.3	0	1343
2	1000	0.3	0	1
1	1000	0.3	0	1432
2	1000	0.3	0	1
1	1000	0.3	0	1376
2	1000	0.3	0	1
1	1000	0.5	0	3506
2	1000	0.5	0	5
1	1000	0.5	0	3586
2	1000	0.5	0	6
1	1000	0.5	0	3442
2	1000	0.5	0	5
1	1000	0.5	0	3466
2	1000	0.5	0	5
1	1000	0.5	0	3852
2	1000	0.5	0	7
1	1000	0.5	0	3265
2	1000	0.5	0	5
1	1000	0.7	0	7047
2	1000	0.7	0	15
1	1000	0.7	0	8991
2	1000	0.7	0	21
1	1000	0.7	0	8636
2	1000	0.7	0	21
1	1000	0.7	0	8368
2	1000	0.7	0	20
1	1000	0.7	0	7339
2	1000	0.7	0	16
1	1000	0.7	0	8444
2	1000	0.7	0	19
1	1000	0.9	0	16962
2	1000	0.9	0	45
1	1000	0.9	0	17059
2	1000	0.9	0	45
1	1000	0.9	0	20994
2	1000	0.9	0	62
1	1000	0.9	0	18280
2	1000	0.9	0	52
1	1000	0.9	0	19347
2	1000	0.9	0	55
1	1000	0.9	0	17476
2	1000	0.9	0	46
1	5000	0.1	0	3457
2	5000	0.1	0	0
1	5000	0.1	0	3415
2	5000	0.1	0	0
1	5000	0.1	0	3361
2	5000	0.1	0	0
1	5000	0.1	0	3372
2	5000	0.1	0	0
1	5000	0.1	0	3408
2	5000	0.1	0	0
1	5000	0.1	0	3434
2	5000	0.1	0	0
1	5000	0.3	0	7068
2	5000	0.3	0	1
1	5000	0.3	0	7442
2	5000	0.3	0	1
1	5000	0.3	0	7090
2	5000	0.3	0	1
1	5000	0.3	0	7357
2	5000	0.3	0	1
1	5000	0.3	0	7287
2	5000	0.3	0	1
1	5000	0.3	0	7392
2	5000	0.3	0	1
1	5000	0.5	0	22811
2	5000	0.5	0	9
1	5000	0.5	0	20589
2	5000	0.5	0	8
1	5000	0.5	0	20206
2	5000	0.5	0	7
1	5000	0.5	0	19286
2	5000	0.5	0	7
1	5000	0.5	0	19451
2	5000	0.5	0	7
1	5000	0.5	0	20245
2	5000	0.5	0	7
1	5000	0.7	0	59514
2	5000	0.7	0	37
1	5000	0.7	0	63415
2	5000	0.7	0	42
1	5000	0.7	0	58998
2	5000	0.7	0	36
1	5000	0.7	0	63608
2	5000	0.7	0	41
1	5000	0.7	0	65078
2	5000	0.7	0	44
1	5000	0.7	0	63215
2	5000	0.7	0	41
1	5000	0.9	0	129220
2	5000	0.9	0	85
1	5000	0.9	0	155221
2	5000	0.9	0	112
1	5000	0.9	0	122307
2	5000	0.9	0	79
1	5000	0.9	0	112187
2	5000	0.9	0	67
1	5000	0.9	0	139263
2	5000	0.9	0	97
1	5000	0.9	0	117606
2	5000	0.9	0	73
1	10000	0.1	0	6776
2	10000	0.1	0	0
1	10000	0.1	0	6759
2	10000	0.1	0	0
1	10000	0.1	0	6802
2	10000	0.1	0	0
1	10000	0.1	0	6854
2	10000	0.1	0	0
1	10000	0.1	0	6806
2	10000	0.1	0	0
1	10000	0.1	0	6849
2	10000	0.1	0	0
1	10000	0.3	0	14539
2	10000	0.3	0	1
1	10000	0.3	0	14457
2	10000	0.3	0	1
1	10000	0.3	0	14760
2	10000	0.3	0	1
1	10000	0.3	0	14569
2	10000	0.3	0	1
1	10000	0.3	0	14978
2	10000	0.3	0	1
1	10000	0.3	0	14709
2	10000	0.3	0	1
1	10000	0.5	0	45549
2	10000	0.5	0	10
1	10000	0.5	0	40821
2	10000	0.5	0	8
1	10000	0.5	0	41251
2	10000	0.5	0	8
1	10000	0.5	0	44180
2	10000	0.5	0	9
1	10000	0.5	0	41786
2	10000	0.5	0	8
1	10000	0.5	0	42063
2	10000	0.5	0	8
1	10000	0.7	0	125835
2	10000	0.7	0	39
1	10000	0.7	0	132176
2	10000	0.7	0	44
1	10000	0.7	0	157877
2	10000	0.7	0	61
1	10000	0.7	0	132314
2	10000	0.7	0	44
1	10000	0.7	0	147187
2	10000	0.7	0	53
1	10000	0.7	0	141838
2	10000	0.7	0	51
1	10000	0.9	0	306033
2	10000	0.9	0	110
1	10000	0.9	0	337447
2	10000	0.9	0	129
1	10000	0.9	0	283364
2	10000	0.9	0	96
1	10000	0.9	0	292719
2	10000	0.9	0	100
1	10000	0.9	0	301876
2	10000	0.9	0	107
1	10000	0.9	0	277361
2	10000	0.9	0	94
1	20000	0.1	0	13814
2	20000	0.1	0	0
1	20000	0.1	0	13690
2	20000	0.1	0	0
1	20000	0.1	0	13794
2	20000	0.1	0	0
1	20000	0.1	0	13688
2	20000	0.1	0	0
1	20000	0.1	0	13610
2	20000	0.1	0	0
1	20000	0.1	0	13530
2	20000	0.1	0	0
1	20000	0.3	0	29546
2	20000	0.3	0	1
1	20000	0.3	0	29776
2	20000	0.3	0	1
1	20000	0.3	0	29537
2	20000	0.3	0	1
1	20000	0.3	0	29639
2	20000	0.3	0	1
1	20000	0.3	0	29803
2	20000	0.3	0	1
1	20000	0.3	0	29505
2	20000	0.3	0	1
1	20000	0.5	0	88765
2	20000	0.5	0	9
1	20000	0.5	0	85808
2	20000	0.5	0	8
1	20000	0.5	0	90552
2	20000	0.5	0	9
1	20000	0.5	0	84068
2	20000	0.5	0	8
1	20000	0.5	0	85483
2	20000	0.5	0	8
1	20000	0.5	0	83334
2	20000	0.5	0	8
1	20000	0.7	0	277094
2	20000	0.7	0	48
1	20000	0.7	0	284806
2	20000	0.7	0	51
1	20000	0.7	0	244390
2	20000	0.7	0	38
1	20000	0.7	0	249868
2	20000	0.7	0	40
1	20000	0.7	0	290259
2	20000	0.7	0	53
1	20000	0.7	0	290200
2	20000	0.7	0	52
1	20000	0.9	0	703035
2	20000	0.9	0	134
1	20000	0.9	0	734921
2	20000	0.9	0	144
1	20000	0.9	0	736884
2	20000	0.9	0	144
1	20000	0.9	0	679026
2	20000	0.9	0	126
1	20000	0.9	0	698170
2	20000	0.9	0	133
1	20000	0.9	0	591413
2	20000	0.9	0	103
