motif	num_nodes	erdos_p	occurences	mean
1	10000	0.05	3140342	1253169466
2	10000	0.05	2687	20975456
1	10000	0.1	49802845	2147483647
2	10000	0.1	165578	166884061
1	10000	0.1	49985167	2147483647
2	10000	0.1	165857	167011515
1	10000	0.1	50109328	2147483647
2	10000	0.1	166583	167032325
1	10000	0.1	49876345	2147483647
2	10000	0.1	165715	167006513
1	10000	0.1	49975090	2147483647
2	10000	0.1	166459	166868916
1	10000	0.1	50149336	2147483647
2	10000	0.1	166987	167255876
1	20000	0.001	6	4200232
2	20000	0.001	0	1544
1	20000	0.001	4	4186042
2	20000	0.001	0	1537
1	20000	0.001	1	4187879
2	20000	0.001	0	1536
1	20000	0.001	4	4202927
2	20000	0.001	0	1546
1	20000	0.001	6	4204412
2	20000	0.001	0	1548
1	20000	0.001	2	4182975
2	20000	0.001	0	1533
1	20000	0.002	60	16374771
2	20000	0.002	0	11460
1	20000	0.002	65	16386147
2	20000	0.002	0	11468
1	20000	0.002	71	16296113
2	20000	0.002	0	11378
1	20000	0.002	71	16360418
2	20000	0.002	0	11441
1	20000	0.002	56	16416039
2	20000	0.002	0	11499
1	20000	0.002	72	16370121
2	20000	0.002	0	11459
1	20000	0.005	2533	101110729
2	20000	0.005	0	171997
1	20000	0.005	2607	100763074
2	20000	0.005	0	171143
1	20000	0.005	2410	101142714
2	20000	0.005	0	172071
1	20000	0.005	2563	101082803
2	20000	0.005	0	171965
1	20000	0.005	2485	101119596
2	20000	0.005	0	172027
1	20000	0.005	2642	101184617
2	20000	0.005	0	172193
1	20000	0.01	38881	401595603
2	20000	0.01	1	1351583
1	20000	0.01	40175	402386110
2	20000	0.01	1	1355431
1	20000	0.01	40908	402000840
2	20000	0.01	1	1353342
1	20000	0.01	40147	401706560
2	20000	0.01	0	1351974
1	20000	0.01	40280	401632690
2	20000	0.01	2	1351410
1	20000	0.01	40554	402185740
2	20000	0.01	1	1354499
1	20000	0.02	649070	1604100130
2	20000	0.02	76	10748250
1	20000	0.02	643458	1603385104
2	20000	0.02	86	10740379
1	20000	0.02	639247	1604250743
2	20000	0.02	91	10749549
1	20000	0.02	644709	1604882671
2	20000	0.02	93	10756259
1	20000	0.02	631742	1604186906
2	20000	0.02	77	10748907
1	20000	0.02	648368	1605178416
2	20000	0.02	97	10758233
1	20000	0.05	24980313	2147483647
2	20000	0.05	20882	167067728
1	20000	0.05	25005354	2147483647
2	20000	0.05	20745	167082552
1	20000	0.05	25004203	2147483647
2	20000	0.05	20847	167190557
1	20000	0.05	25184034	2147483647
2	20000	0.05	20807	167328204
1	20000	0.05	24852233	2147483647
2	20000	0.05	20891	167164112
1	20000	0.05	25064375	2147483647
2	20000	0.05	20887	167074640
